##### Bois D'emeraude -----------------------------------------------------------------------------------------------------------
TN;Kaboomkin;B;6870;11606;S;1;600;450;300;70;30;20;13000;0.75;

#### Tréfonds maudits Rouge -----------------------------------------------------------------------------------------------------------
TO;Zrart;R;24431;13746;S;1;400;280;100;120;30;20;12000;0.75;
TO;Rokt;R;23936;14275;S;1;400;280;100;120;30;20;12000;0.75;
TO;Krox;R;22775;14335;S;1;400;280;100;120;30;20;12000;0.75;
TO;Wict;R;21849;13340;S;1;400;280;100;120;30;20;12000;0.75;
TO;Usz;R;23723;12673;S;1;400;280;100;120;30;20;12000;0.75;
TO;Bligliesz;R;21766;14385;S;1;400;280;100;120;30;20;12000;0.75;
TO;Grimgor le Tyrannique;R;22144;14011;B;2;700;550;100;300;60;20;12000;2.25;
TN;Wanal;R;23409;13287;S;1;600;450;300;70;30;20;13000;0.75;
TN;Sliohberk;R;23269;14462;S;1;600;450;300;70;30;20;13000;0.75;
TN;Wireenk;R;24632;14099;S;1;600;450;300;70;30;20;13000;0.75;

#### Sanctuaire des Ombres Noirs-----------------------------------------------------------------------------------------------------
TO;Gardien de la Lame;N;18340;24694;B;2.5;700;550;100;300;60;20;12000;2.25;
TO;Snik;N;17537;25026;S;1;400;280;100;120;30;20;12000;0.75;
TO;Grik;N;18627;25340;S;1;400;280;100;120;30;20;12000;0.75;
TO;Snarl;N;19225;24606;S;1;400;280;100;120;30;20;12000;0.75;
TO;Snatch;N;16883;23524;S;1;400;280;100;120;30;20;12000;0.75;
TO;Snaggle;N;19637;24190;S;1;400;280;100;120;30;20;12000;0.75;

#### Clairiere du marchant Bleu-----------------------------------------------------------------------------------------------------
P;Reeve;B;7267;7950;S;1;500;400;300;70;20;10;14000;0.75;W;7267;7950;L;0;0;0;
P;Chancellor;B;6391;8771;S;1;500;400;300;70;20;10;14000;0.75;W;6391;8771;L;0;0;0;
P;Cardinal;B;2728;8483;S;1;500;400;300;70;20;10;14000;0.75;W;2728;8483;L;0;0;0;
P;Peasant;B;3556;9524;S;1;500;400;300;70;20;10;14000;0.75;W;3556;9524;R;0;0;0;
P;Baronet;B;6853;9437;S;1;500;400;300;70;20;10;14000;0.75;W;6853;9437;R;0;0;0;

P;Knight;B;3180;7998;S;1;500;400;300;70;20;10;14000;0.75;CU;3180;7998;L;0;0;0;
P;Emperor;B;4577;8600;S;1;500;400;300;70;20;10;14000;0.75;CU;4577;8600;R;0;0;0;
P;Baronet;B;3978;9128;S;1;500;400;300;70;20;10;14000;0.75;CU;3978;9128;L;0;0;0;
P;Lord;B;5165;7575;S;1;500;400;300;70;20;10;14000;0.75;CU;5165;7575;L;0;0;0;

#### Caverne des murmures -----------------------------------------------------------------------------------------------------
P;Landgrave;Y;3224;13877;S;1;500;400;300;70;20;10;14000;0.75;W;3224;13877;R;0;0;0;
P;Serf;Y;5872;14297;S;1;500;400;300;70;20;10;14000;0.75;CU;5872;14297;L;0;0;0;
TO;Snag;Y;2624;14467;S;1;400;280;100;120;30;20;12000;0.75;
P;Squire;Y;4264;14956;S;1;500;400;300;70;20;10;14000;0.75;CA;3843;14795;L;4264;14956;G;

#### Nécropole du Dragon
P;Count;Y;6319;17428;S;1;500;400;300;70;20;10;14000;0.75;W;6319;17422;L;0;0;0;
P;Grand Duke;Y;6015;18284;S;1;500;400;300;70;20;10;14000;0.75;W;6007;18284;R;0;0;0;
P;Monk;Y;4704;18736;S;1;500;400;300;70;20;10;14000;0.75;CU;4704;18736;R;0;0;0;

#### Fosse des damnés -----------------------------------------------------------------------------------------------------
W;Altego, chevalier des abysses;N;14229;13064;B;2.5;650;600;600;500;20;10;8000;2.25;0;0;0;0;0
